compound_chembl_id,assay_description,standard_type,bao,pchembl_value,target_chembl_id,hgncid,target_name
CHEMBL3392072,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c19 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3622,CYP2C19,Cytochrome P450 2C19
CHEMBL335062,Agonist activity at human TGR5 expressed in CHO cells by luciferase assay,EC50,BAO_0000188,5.15,CHEMBL5409,GPBAR1,G-protein coupled bile acid receptor 1
CHEMBL350221,"PUBCHEM_BIOASSAY: qHTS for Inhibitors of Tau Fibril Formation, Fluorescence Polarization. (Class of assay: confirmatory) [Related pubchem assays: 596 ]",Potency,BAO_0000186,4.4,CHEMBL1293224,MAPT,Microtubule-associated protein tau
CHEMBL350221,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of JMJD2A-Tudor Domain. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504402],Potency,BAO_0000186,,CHEMBL5896,KDM4A,Lysine-specific demethylase 4A
CHEMBL343633,PUBCHEM_BIOASSAY: qHTS Assay for Identification of Small Molecule Agonists for NFkB Signaling Pathway. (Class of assay: confirmatory) [Related pubchem assays: 895 ],Potency,BAO_0000186,7.4,CHEMBL3251,NFKB1,Nuclear factor NF-kappa-B p105 subunit
CHEMBL35,TP_TRANSPORTER: inhibition of Taurocholate uptake in NTCP-expressing HeLa cells,IC50,BAO_0000190,4.82,CHEMBL5287,SLC10A1,Bile acid transporter
CHEMBL3392072,PUBCHEM_BIOASSAY: Inhibitors of the vitamin D receptor (VDR): qHTS. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504855],Potency,BAO_0000186,,CHEMBL1977,VDR,Vitamin D receptor
CHEMBL343633,PUBCHEM_BIOASSAY: qHTS Assay for the Inhibitors of Human Flap endonuclease 1 (FEN1). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488813],Potency,BAO_0000186,,CHEMBL5027,FEN1,Flap endonuclease 1
CHEMBL349105,Agonist activity at human TGR5 expressed in CHO cells by luciferase assay,EC50,BAO_0000188,5.9,CHEMBL5409,GPBAR1,G-protein coupled bile acid receptor 1
CHEMBL319497,PUBCHEM_BIOASSAY: qHTS for Inhibitors of Polymerase Kappa. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588638],Potency,BAO_0000186,,CHEMBL5365,POLK,DNA polymerase kappa
CHEMBL3183094,PubChem BioAssay. qHTS Assay for Inhibitors of the Human Apurinic/apyrimidinic Endonuclease 1 (APE1).   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL5619,APEX1,DNA-(apurinic or apyrimidinic site) lyase
CHEMBL316048,PUBCHEM_BIOASSAY: qHTS for Inhibitors of Polymerase Iota. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588623],Potency,BAO_0000186,,CHEMBL5391,POLI,DNA polymerase iota
CHEMBL320358,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1741186,RORC,Nuclear receptor ROR-gamma
CHEMBL320358,PubChem BioAssay. qHTS assay to identify small molecules that stimulate interleukin-8 (IL-8) secretion. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL2157,CXCL8,Interleukin-8
CHEMBL3182385,PubChem BioAssay. qHTS for Antagonist of cAMP-regulated guanine nucleotide exchange factor 3 (EPAC1): primary screen.   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL2029197,RAPGEF3,Rap guanine nucleotide exchange factor 3
CHEMBL3186423,PubChem BioAssay. qHTS Assay for Inhibitors of the Human Apurinic/apyrimidinic Endonuclease 1 (APE1).   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL5619,APEX1,DNA-(apurinic or apyrimidinic site) lyase
CHEMBL3138353,Antagonist activity at human FXR expressed in HEK293 cells assessed as inhibition of GW-4064-induced response at 100 uM by GAL4 activation assay,Activity,BAO_0000375,,CHEMBL2047,NR1H4,Bile acid receptor FXR
CHEMBL322719,"TP_TRANSPORTER: inhibition of Carnitine uptake (Carnitine: 0.010? uM, Pivalate: 500 uM) in OCTN2-expressing HEK293 cells",Activity,BAO_0000375,,CHEMBL2073693,SLC22A5,Solute carrier family 22 member 5
CHEMBL320358,PubChem BioAssay. qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075094,NFE2L2,Nuclear factor erythroid 2-related factor 2
CHEMBL312535,PUBCHEM_BIOASSAY: HTS for Inhibitors of HP1-beta Chromodomain Interactions with Methylated Histone Tails. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488962],Potency,BAO_0000186,,CHEMBL1741193,CBX1,Chromobox protein homolog 1
CHEMBL301523,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of glucocorticoid receptor signaling. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL2034,NR3C1,Glucocorticoid receptor
CHEMBL280998,PUBCHEM_BIOASSAY: qHTS Validation Assay for Inhibitors of HP1-beta Chromodomain Interactions with Methylated Histone Tails. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID488962],Potency,BAO_0000186,,CHEMBL1741193,CBX1,Chromobox protein homolog 1
CHEMBL288166,Binding affinity to human EAAT2 expressed in HEK293 cells in FMP (FLPR) assay,Ki,BAO_0000192,4.93,CHEMBL4973,SLC1A2,Excitatory amino acid transporter 2
CHEMBL280998,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Aldehyde Dehydrogenase 1 (ALDH1A1). (Class of assay: confirmatory) [Related pubchem assays: 1030 (qHTS Validation Assay for Inhibitors of aldehyde dehydrogenase 1 (ALDH1A1))],Potency,BAO_0000186,4.75,CHEMBL3577,ALDH1A1,Aldehyde dehydrogenase 1A1
CHEMBL299155,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Human Jumonji Domain Containing 2E (JMJD2E). (Class of assay: confirmatory) ,Potency,BAO_0000186,4.9,CHEMBL1293226,KDM4E,Lysine-specific demethylase 4D-like
CHEMBL280998,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase). (Class of assay: confirmatory) ,Potency,BAO_0000186,4.8,CHEMBL2903,ALOX15,Arachidonate 15-lipoxygenase
CHEMBL304383,PubChem BioAssay. A quantitative high throughput screen for small molecules that induce DNA re-replication in SW480 colon adenocarcinoma cells. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293278,GMNN,Geminin
CHEMBL280998,PUBCHEM_BIOASSAY: qHTS Assay for Identification of Small Molecule Agonists for Thrombopoietin (TPO) Signaling Pathway. (Class of assay: confirmatory) [Related pubchem assays: 918 ],Potency,BAO_0000186,5.3,CHEMBL1293256,THPO,Thrombopoietin
CHEMBL29757,PUBCHEM_BIOASSAY: qHTS Assay for Agonists of the Thyroid Stimulating Hormone Receptor: Activators of Intracellular cAMP Concentrations in Parental HEK 293. (Class of assay: confirmatory) ,Potency,BAO_0000186,5.1,CHEMBL1963,TSHR,Thyroid stimulating hormone receptor
CHEMBL280998,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1741186,RORC,Nuclear receptor ROR-gamma
CHEMBL280998,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of 15-hLO-2 (15-human lipoxygenase 2). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2312, AID2537, AID2702]",Potency,BAO_0000186,,CHEMBL2457,ALOX15B,"Arachidonate 15-lipoxygenase, type II"
CHEMBL288166,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2d6 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL289,CYP2D6,Cytochrome P450 2D6
CHEMBL290345,PubChem BioAssay. A quantitative high throughput screen for small molecules that induce DNA re-replication in SW480 colon adenocarcinoma cells. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293278,GMNN,Geminin
CHEMBL280998,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Aldehyde Dehydrogenase 1 (ALDH1A1). (Class of assay: confirmatory) [Related pubchem assays: 1030 (qHTS Validation Assay for Inhibitors of aldehyde dehydrogenase 1 (ALDH1A1))],Potency,BAO_0000186,4.85,CHEMBL3577,ALDH1A1,Aldehyde dehydrogenase 1A1
CHEMBL280998,PubChem BioAssay. qHTS assay to identify small molecules that stimulate interleukin-8 (IL-8) secretion. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL2157,CXCL8,Interleukin-8
CHEMBL290345,PubChem BioAssay. A quantitative high throughput screen for small molecules that induce DNA re-replication in MCF 10a normal breast cells. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293278,GMNN,Geminin
CHEMBL299155,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of HADH2 (Hydroxyacyl-Coenzyme A Dehydrogenase, Type II). (Class of assay: confirmatory) ",Potency,BAO_0000186,5.0,CHEMBL4159,HSD17B10,Endoplasmic reticulum-associated amyloid beta-peptide-binding protein
CHEMBL297569,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp1a2 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3356,CYP1A2,Cytochrome P450 1A2
CHEMBL280998,PUBCHEM_BIOASSAY: qHTS for Inhibitors of Polymerase Kappa. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588638],Potency,BAO_0000186,,CHEMBL5365,POLK,DNA polymerase kappa
CHEMBL310671,PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in presence of CPT. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075138,TDP1,Tyrosyl-DNA phosphodiesterase 1
CHEMBL291962,TP_TRANSPORTER: uptake in Xenopus laevis oocytes,Activity,BAO_0000375,,CHEMBL2073719,SLC16A10,SLC16A10 protein
CHEMBL285123,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Histone Lysine Methyltransferase G9a. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504404],Potency,BAO_0000186,,CHEMBL6032,EHMT2,"Histone-lysine N-methyltransferase, H3 lysine-9 specific 3"
CHEMBL299155,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Human Jumonji Domain Containing 2E (JMJD2E). (Class of assay: confirmatory) ,Potency,BAO_0000186,4.45,CHEMBL1293226,KDM4E,Lysine-specific demethylase 4D-like
CHEMBL285123,PUBCHEM_BIOASSAY: qHTS Assay for Modulators of Lamin A Splicing. (Class of assay: confirmatory) ,Potency,BAO_0000186,4.9,CHEMBL1293235,LMNA,Prelamin-A/C
CHEMBL299155,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of HADH2 (Hydroxyacyl-Coenzyme A Dehydrogenase, Type II). (Class of assay: confirmatory) ",Potency,BAO_0000186,4.4,CHEMBL4159,HSD17B10,Endoplasmic reticulum-associated amyloid beta-peptide-binding protein
CHEMBL280998,PUBCHEM_BIOASSAY: qHTS Assay for Enhancers of SMN2 Splice Variant Expression. (Class of assay: confirmatory) ,Potency,BAO_0000186,4.9,CHEMBL1293232,SMN1,Survival motor neuron protein
CHEMBL286013,PubChem BioAssay. qHTS assay for small molecule antagonists of the retinoid-related orphan receptor gamma (ROR-gamma) signaling pathway. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1741186,RORC,Nuclear receptor ROR-gamma
CHEMBL291831,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2d6 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL289,CYP2D6,Cytochrome P450 2D6
CHEMBL299155,PUBCHEM_BIOASSAY: qHTS for Inhibitors of Polymerase Kappa. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588638],Potency,BAO_0000186,,CHEMBL5365,POLK,DNA polymerase kappa
CHEMBL297569,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL340,CYP3A4,Cytochrome P450 3A4
CHEMBL291962,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL340,CYP3A4,Cytochrome P450 3A4
CHEMBL280998,PubChem BioAssay. qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway measured by Nrf2-dependant transcriptional activity.   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075094,NFE2L2,Nuclear factor erythroid 2-related factor 2
CHEMBL292303,"PUBCHEM_BIOASSAY: qHTS Multiplex Assay to Identify Dual Action Probes in a Cell Model of Huntington: Aggregate Formation (GFP). (Class of assay: confirmatory) [Related pubchem assays: 1482, 1471 ]",Potency,BAO_0000186,4.5,CHEMBL5514,HTT,Huntingtin
CHEMBL301523,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of estrogen receptor alpha signaling. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL206,ESR1,Estrogen receptor alpha
CHEMBL280998,PubChem BioAssay. qHTS of Nrf2 Activators. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075094,NFE2L2,Nuclear factor erythroid 2-related factor 2
CHEMBL299155,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of the ERK Signaling Pathway using a Homogeneous Screening Assay. (Class of assay: confirmatory) ,Potency,BAO_0000186,4.5,CHEMBL4040,MAPK1,MAP kinase ERK2
CHEMBL280998,PUBCHEM_BIOASSAY: qHTS Assay for Modulators of Lamin A Splicing. (Class of assay: confirmatory) ,Potency,BAO_0000186,4.95,CHEMBL1293235,LMNA,Prelamin-A/C
CHEMBL299155,PubChem BioAssay. A quantitative high throughput screen for small molecules that induce DNA re-replication in MCF 10a normal breast cells. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293278,GMNN,Geminin
CHEMBL310671,PubChem BioAssay. qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075094,NFE2L2,Nuclear factor erythroid 2-related factor 2
CHEMBL310671,PUBCHEM_BIOASSAY: qHTS assay for small molecule agonists of vitamin D receptor signaling. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1977,VDR,Vitamin D receptor
CHEMBL280998,PubChem BioAssay. qHTS Assay for Inhibitors of the Human Apurinic/apyrimidinic Endonuclease 1 (APE1).   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL5619,APEX1,DNA-(apurinic or apyrimidinic site) lyase
CHEMBL292303,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of GCN5L2. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504398],Potency,BAO_0000186,,CHEMBL5501,KAT2A,Histone acetyltransferase GCN5
CHEMBL310671,PubChem BioAssay. A quantitative high throughput screen for small molecules that induce DNA re-replication in SW480 colon adenocarcinoma cells. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1293278,GMNN,Geminin
CHEMBL299155,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp3a4 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL340,CYP3A4,Cytochrome P450 3A4
CHEMBL280998,PubChem BioAssay. qHTS assay for small molecule agonists of the antioxidant response element (ARE) signaling pathway. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075094,NFE2L2,Nuclear factor erythroid 2-related factor 2
CHEMBL288166,Binding affinity to human EAAT1 expressed in HEK293 cells in FMP (FLPR) assay,Km,BAO_0000477,,CHEMBL3085,SLC1A3,Excitatory amino acid transporter 1
CHEMBL286013,PUBCHEM_BIOASSAY: qHTS Assay for Small Molecule Inhibitors of the Human hERG Channel Activity. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL240,KCNH2,HERG
CHEMBL29757,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3397,CYP2C9,Cytochrome P450 2C9
CHEMBL29757,PubChem BioAssay. qHTS Assay for Inhibitors of the Human Apurinic/apyrimidinic Endonuclease 1 (APE1).   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL5619,APEX1,DNA-(apurinic or apyrimidinic site) lyase
CHEMBL301523,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3397,CYP2C9,Cytochrome P450 2C9
CHEMBL301722,PubChem BioAssay. qHTS of alpha-syn Inhibitors. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL6152,SNCA,Alpha-synuclein
CHEMBL290345,PubChem BioAssay. qHTS Assay for Inhibitors of the Human Apurinic/apyrimidinic Endonuclease 1 (APE1).   (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL5619,APEX1,DNA-(apurinic or apyrimidinic site) lyase
CHEMBL292303,PUBCHEM_BIOASSAY: qHTS Assay for Modulators of Lamin A Splicing. (Class of assay: confirmatory) ,Potency,BAO_0000186,7.05,CHEMBL1293235,LMNA,Prelamin-A/C
CHEMBL299155,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors of Human Jumonji Domain Containing 2E (JMJD2E). (Class of assay: confirmatory) ,Potency,BAO_0000186,4.55,CHEMBL1293226,KDM4E,Lysine-specific demethylase 4D-like
CHEMBL280998,PUBCHEM_BIOASSAY: Validation screen for small molecules that induce DNA re-replication in MCF 10A normal breast cells. (Class of assay: confirmatory) ,Potency,BAO_0000186,4.95,CHEMBL1293278,GMNN,Geminin
CHEMBL280998,PUBCHEM_BIOASSAY: qHTS Assay for the Inhibitors of L3MBTL1. (Class of assay: confirmatory) [Related pubchem assays: 485292 (Probe Development Summary for Inhibitors of L3MBTL1)],Potency,BAO_0000186,4.75,CHEMBL1287622,L3MBTL1,Lethal(3)malignant brain tumor-like protein 1
CHEMBL299155,PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors Targeting the Menin-MLL Interaction in MLL Related Leukemias: Competition With Fluorescein Labeled MLL-derived Peptide. (Class of assay: confirmatory) ,Potency,BAO_0000186,4.4,CHEMBL2093861,MEN1,Menin/Histone-lysine N-methyltransferase MLL
CHEMBL299155,"PUBCHEM_BIOASSAY: qHTS Assay for Inhibitors and Activators of Human alpha-Galactosidase From Spleen Homogenate. (Class of assay: confirmatory) [Related pubchem assays: 1472, 1467 ]",Potency,BAO_0000186,5.05,CHEMBL2524,GLA,Alpha-galactosidase A
CHEMBL285123,PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in presence of CPT. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL1075138,TDP1,Tyrosyl-DNA phosphodiesterase 1
CHEMBL291831,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c9 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3397,CYP2C9,Cytochrome P450 2C9
CHEMBL280998,"PUBCHEM_BIOASSAY: Cytometric Cell-Based qHTS for Inhibitors of the mTORC1 Signaling Pathway in MEF (Tsc2-/-, p53-/-) Cells. (Class of assay: confirmatory) ",Potency,BAO_0000186,4.63,CHEMBL2842,MTOR,Serine/threonine-protein kinase mTOR
CHEMBL280998,"PUBCHEM_BIOASSAY: qHTS Validation Assay for Inhibitors of Bloom&apos;s syndrome helicase (BLM). (Class of assay: confirmatory) [Related pubchem assays: 593 (Fluorescein region spectral profiling screen), 594 (Rhodamine region spectral profiling screen)]",Potency,BAO_0000186,4.35,CHEMBL1293237,BLM,Bloom syndrome protein
CHEMBL288166,PUBCHEM_BIOASSAY: Cytochrome panel assay with activity outcomes. (Class of assay: other) Panel member name: p450-cyp2c19 Compounds with AC50 equal or less than 10 uM are considered active,AC50,BAO_0000186,,CHEMBL3622,CYP2C19,Cytochrome P450 2C19
CHEMBL280998,PubChem BioAssay. qHTS for induction of synthetic lethality in tumor cells producing 2HG: qHTS for the HT-1080-NT fibrosarcoma cell line. (Class of assay: confirmatory) ,Potency,BAO_0000186,,CHEMBL2007625,IDH1,Isocitrate dehydrogenase [NADP] cytoplasmic
